task,truth
Lewis Lee-http://www.freebase.com/view/en/jerry_lee_lewis,0
Bourg St Pierre-http://www.geonames.org/2661428/bourg-saint-pierre.html,0
Iran-Iran_undisclosedLink0,0
Howard County-Howard County_undisclosedLink0,0
Germany-http://dbpedia.org/page/Germany,1
Nepal-http://www.freebase.com/view/en/nepal,1
UAE-http://www.geonames.org/2368892/uae.html,0
Ahmed Mansoor-http://dbpedia.org/page/Mansur,0
Merrill Lynch-http://www.freebase.com/view/m/09m53dc,0
Microsoft-Microsoft_undisclosedLink0,0
Alpine-http://dbpedia.org/page/Alpine,1
RIMM-RIMM_undisclosedLink0,0
Stanford-Stanford_undisclosedLink0,0
Virginia-http://www.freebase.com/view/en/west_virginia,0
Eastern Market-http://www.freebase.com/view/en/eastern_market_washington_d_c,0
Oswald Gr-http://dbpedia.org/page/Oswald_,0
Jairam Ramesh-http://dbpedia.org/page/Jairam,0
Jibrin Ibrahim-http://www.geonames.org/169079/jibrin.html,0
Internet-http://www.freebase.com/view/en/internet_service_provider,0
Germany-http://www.freebase.com/view/en/germany_national_youth_football_team,0
Kindle Fire-http://www.freebase.com/view/en/kindling_fire_us_trilogy,0
Ali Abdullah Saleh-http://www.freebase.com/view/en/ali_abdullah_saleh,1
al-Roken-al-Roken_undisclosedLink1,0
Samsung Galaxy Note-http://dbpedia.org/page/Samsung_i7500,0
Mont Dolent-http://dbpedia.org/page/Champ-Dolent,0
Twitter-http://www.freebase.com/view/authority/twitter,0
Diane Ruggiero-http://dbpedia.org/page/Ruggiero,0
UBM-UBM_undisclosedLink0,0
Mountain View-http://www.geonames.org/4816000/mountain-view.html,0
Patricia Sullivan-Patricia Sullivan_undisclosedLink0,0
Hakim Almasmari-http://dbpedia.org/page/Hakim,0
Detroit-http://www.geonames.org/4685987/detroit.html,0
Federal Supreme Court-http://dbpedia.org/page/Federal_Court_of_Justice_of_Germany,0
YORK-http://www.freebase.com/view/en/new_york_state_assembly,0
Ma-http://dbpedia.org/page/MA,0
Clare O'Dea-Clare O'Dea_undisclosedLink0,0
Rotkreuz-http://www.geonames.org/2607955/rotkreuz.html,0
Sunni-http://dbpedia.org/page/Sunni_Islam,1
NC-http://dbpedia.org/page/NC,0
Pakistani-http://www.freebase.com/view/en/pakistan_army,0
Nigeria-http://www.freebase.com/view/en/nigeria_football_association,0
Vanuatu-http://dbpedia.org/page/Vanuatu,1
Bryson-http://dbpedia.org/page/Bryson,0
Bourg St Pierre-http://www.geonames.org/6457901/raiffeisen-liddes-et-bourg-st-pierre.html,0
Laden-http://www.geonames.org/4297263/laden.html,0
Jammu-Jammu_undisclosedLink0,0
Rotkreuz-http://dbpedia.org/page/Risch-Rotkreuz,1
Twinbrook-http://www.freebase.com/view/en/twinbrook,1
trans-Atlantic-http://www.freebase.com/view/en/trans_atlantic_publications,0
U.N.-http://www.freebase.com/view/en/1947_un_partition_plan,0
Motorola-http://www.freebase.com/view/en/motorola_68030,0
Italy-http://www.freebase.com/view/en/italy,1
Fire is Wi-Fi-only-http://www.freebase.com/view/m/012wm1m,0
Washington-Washington_undisclosedLink0,0
Western Alps-http://www.freebase.com/view/en/alps,0
Gaby Ochsenbein-http://www.freebase.com/view/en/urs_ochsenbein,0
Western Alps-http://www.freebase.com/view/en/swiss_alps,0
CNNMoney-CNNMoney_undisclosedLink0,0
Lewis Lee-http://www.freebase.com/view/en/lewis_lee,0
Qaeda-http://dbpedia.org/page/Al-Qaeda_in_Iraq,0
Galaxy S II-Galaxy S II_undisclosedLink0,0
Tamil-Tamil_undisclosedLink0,0
Takoma-http://dbpedia.org/page/Takoma,0
Abdul-Kareem Al-Marzooqi-http://www.freebase.com/view/en/al-siliya,0
Grand Cru-http://www.freebase.com/view/en/grand_cru,0
HTC-http://www.freebase.com/view/en/high_tech_computer,1
Taliban-http://www.freebase.com/view/en/tehrik_i_taliban_pakistan,0
Mohammad Akbar Lone-http://dbpedia.org/page/Chaudhary_Mohammad_Akbar_Ibrahim,0
Lebanese-Lebanese_undisclosedLink0,0
Nigerians-http://dbpedia.org/page/Nigerians_in_the_Netherlands,0
Darrel Hendy-http://www.geonames.org/2647112/hendy.html,0
AOL-http://www.freebase.com/view/en/time_warner,0
O'Dea-O'Dea_undisclosedLink0,0
Question Hour-http://dbpedia.org/page/Question_Hour_to_the_President_of_the_European_Commission,0
Kusegaon Fruits & Vegetables Pvt Ltd-Kusegaon Fruits & Vegetables Pvt Ltd_undisclosedLink1,0
Zug-http://www.geonames.org/2461423/zug.html,0
HTC-http://www.freebase.com/view/en/htc_desire,0
GMT-http://dbpedia.org/page/UTC?07:00,0
St Bernards-St Bernards_undisclosedLink0,0
Hendy-http://www.geonames.org/2647112/hendy.html,0
Kennedy-http://www.freebase.com/view/en/john_f_kennedy_assassination,0
U.S.-http://dbpedia.org/page/United_States,1
Lebanese-http://dbpedia.org/page/Lebanese,0
Jennie Pasquarella-http://www.freebase.com/view/m/0dt2hm6,0
Osama bin Laden-Osama bin Laden_undisclosedLink1,0
R. Adams Cowley Shock Trauma Center-http://www.freebase.com/view/en/trauma_center,0
La LibertÈ-http://dbpedia.org/page/List_of_French_words_and_phrases_used_by_English_speakersLa,0
Texas-http://dbpedia.org/page/The_Texas,0
AQAP-AQAP_undisclosedLink1,0
Iranians-http://dbpedia.org/page/Iranians,0
Kaspar Villiger-Kaspar Villiger_undisclosedLink0,0
Planning Commission-http://dbpedia.org/page/Planning_Commission,0
Wash.-http://dbpedia.org/page/Wash,0
SRINAGAR-SRINAGAR_undisclosedLink0,0
Grosvenor-http://www.geonames.org/4513402/grosvenor.html,0
Orange-http://www.freebase.com/view/en/orange_county_vermont,0
Pasquarella-Pasquarella_undisclosedLink1,0
UBM-http://www.freebase.com/view/en/ubm,0
Rajiv Agarwal-http://dbpedia.org/page/Agrawal,0
Spokane-http://www.geonames.org/5172735/spokane.html,0
Switzerland-http://www.freebase.com/view/en/switzerland,1
Islam-http://www.freebase.com/view/en/shia_islam,0
Middle East-http://www.freebase.com/view/en/middle_east_theatre_of_world_war_ii,0
A Delhi-http://dbpedia.org/page/Norfolk_County,0
Alexandriaís Domestic Violence Intervention Project-http://www.freebase.com/view/soft/isbn/9781840821376/best,0
Julia Slater-http://www.freebase.com/view/en/julia_sawalha,0
Fort Totten-http://www.freebase.com/view/en/fort_totten_queens,0
Montagnola-Montagnola_undisclosedLink0,0
Planning Commission-http://www.freebase.com/view/en/urban_planning,0
Roman-http://www.freebase.com/view/en/roman_republic,0
Lebanese-http://www.freebase.com/view/en/lebanon,0
Arhab-http://www.geonames.org/78211/arhab.html,0
Galaxy S II-Galaxy S II_undisclosedLink1,0
Times Square-http://www.freebase.com/view/en/times_square,1
Emirati-Emirati_undisclosedLink0,0
Pakistani-http://www.freebase.com/view/en/pakistani_people,0
Chinese Internet-http://dbpedia.org/page/Internet_in_the_PeopleChinese,0
Geneva-http://dbpedia.org/page/Geneva,1
St Bernards-http://www.freebase.com/view/wikipedia/en_title/St$002E_Bernards_F$002EC$002E_$0028Abbeyknockmoy$0029,0
A Delhi-http://www.geonames.org/4685810/delhi.html,0
Hollywood-Hollywood_undisclosedLink1,0
Wash.-http://dbpedia.org/page/The_Wash,0
Blick-http://dbpedia.org/page/Blick,1
ALU-http://www.freebase.com/view/wikipedia/en_title/Alu_$0028musician$0029,0
Rhode Island Avenue-http://www.geonames.org/4140166/rhode-island-avenue-metro-station.html,1
Jammu-http://dbpedia.org/page/Jammu,1
Egypt-http://dbpedia.org/page/Egypt,1
Yugoslavia-http://www.freebase.com/view/en/socialist_federal_republic_of_yugoslavia,0
English-language-English-language_undisclosedLink0,0
Rashed-http://dbpedia.org/page/Rashid_Rashed,0
Gene Munster-http://dbpedia.org/resource/Munster,0
Swiss Alpine Club-http://www.freebase.com/view/en/swiss_alps,0
Jairam Ramesh-http://www.freebase.com/view/wikipedia/images/commons_id/15934761,0
Hollywood-http://www.freebase.com/view/en/hollywood_florida,0
Merrill Lynch-http://dbpedia.org/page/Merrill_Lynch,1
Mr. Ahmadinejad-http://dbpedia.org/page/Mahmoud_Ahmadinejad's_letter_to_George_W._Bush,0
Las Cruces-http://www.geonames.org/5365166/las-cruces.html,0
Spokane-http://www.geonames.org/4342310/spokane.html,0
Kanimozhi-http://www.freebase.com/view/en/kanimozhi,1
Fire is Wi-Fi-only-http://www.freebase.com/view/en/newcastle_upon_tyne,0
Chris Isidore-Chris Isidore_undisclosedLink0,0
Maha Abouelenein-http://www.geonames.org/4708820/maha.html,0
Yemeni-http://dbpedia.org/page/Yemeni,0
Ireland-http://www.freebase.com/view/en/ireland,0
Mohammed al-Roken-http://www.freebase.com/view/m/012wgx5,0
Napoleon-http://www.freebase.com/view/en/napoleon_iii_of_france,0
America-http://dbpedia.org/page/In_America,0
Russell Price-http://dbpedia.org/page/List_of_recurring_Blue_Heelers_characters,0
Armenian-http://dbpedia.org/page/Armenian,0
Ma-http://www.freebase.com/view/en/massachusetts,0
IDCC-http://dbpedia.org/page/International_Diamond_Cut_Conference,0
Lesa Jansen-http://www.geonames.org/910714/lesa.html,0
Kindle Fire Amazon-http://dbpedia.org/page/Amazon_Kindle,0
Adam Levine-http://dbpedia.org/page/Adam_Levine,0
European-http://www.freebase.com/view/en/uefa_european_football_championship,0
Mueller-http://dbpedia.org/page/Otto_Friedrich_MAndroid,0
GOOG-http://dbpedia.org/page/Satiric_misspelling#Currency_signs_replacing_similar_letters,0
Great St Bernard Pass-http://dbpedia.org/page/Napoleon_Crossing_the_Alps,0
Hewlett-Packard-http://dbpedia.org/page/Hewlett-Packard,1
Europe-http://www.freebase.com/view/en/southeast_europe,0
Eva Maria Belser-http://www.freebase.com/view/m/02k8_rm,0
Alexandria Commonwealthís Attorneyís Office-http://www.geonames.org/4314541/alexandria-post-office.html,0
Front Line Defenders-http://www.freebase.com/view/en/frontlinedefenders,0
Emirati-http://dbpedia.org/page/Flag_of_the_United_Arab_Emirates,0
William Reinhard-William Reinhard_undisclosedLink0,0
Abdul-Kareem Al-Marzooqi-http://dbpedia.org/page/Karim_el-Mejjati,0
Nigeria-Nigeria_undisclosedLink0,0
Forest Glen-http://www.freebase.com/view/en/forest_glen,0
Munster-Munster_undisclosedLink0,0
Saleh-http://www.geonames.org/37078/saleh.html,0
The Onion-http://dbpedia.org/page/The_Onion,1
iSuppli-iSuppli_undisclosedLink0,0
Washington-http://www.freebase.com/view/en/washington,0
New York Times-http://dbpedia.org/page/Times_Square,0
Cairo-http://dbpedia.org/page/The_Cairo,0
UBM-http://www.freebase.com/view/en/united_business_media,1
SRINAGAR-SRINAGAR_undisclosedLink1,0
Egypt-http://www.freebase.com/view/en/french_invasion_of_egypt,0
Las Cruces-Las Cruces_undisclosedLink0,0
Sergio Ermotti-http://dbpedia.org/page/Sergio_Mora,0
Bourg St Pierre-http://dbpedia.org/page/Bourg-Saint-Pierre,1
YHOO-YHOO_undisclosedLink3,0
Australia-http://dbpedia.org/page/Australia_A,0
Ma-http://dbpedia.org/page/Mazu_(goddess),0
Balwa-http://www.freebase.com/view/en/akar_bale,0
Artifacts-http://www.freebase.com/view/en/artifact,1
Americas-Americas_undisclosedLink1,0
Android-based-Android-based_undisclosedLink0,0
Samsung Galaxy Note-Samsung Galaxy Note_undisclosedLink0,0
Bern-based-http://www.geonames.org/4268179/bern.html,0
GOOG-http://dbpedia.org/page/Google,1
Germans-http://www.freebase.com/view/lang/de,0
Baltimore-http://www.geonames.org/4347778/baltimore.html,1
Wash.-http://www.freebase.com/view/en/washington,0
Stanford-http://dbpedia.org/page/Stanford_University,1
America-http://dbpedia.org/page/America,0
Greece-Greece_undisclosedLink0,0
Arabic Network for Human Rights Information-http://www.freebase.com/view/en/arabic_network_for_human_rights_information,1
Caesar-http://dbpedia.org/page/Caesar,0
Greek-http://dbpedia.org/page/Greek,0
Tamil-Tamil_undisclosedLink1,0
Merrill Lynch-http://www.freebase.com/view/en/merrill_lynch_group_inc,0
Jayampathy Wickramaratne-Jayampathy Wickramaratne_undisclosedLink0,0
Finnish-http://www.freebase.com/view/en/finnish_language,0
Twitter-http://dbpedia.org/page/Twitter,1
Adam Yahiye Gadahn-http://dbpedia.org/page/Adam_Jones_(American_football),0
S. Randolph Sengel-http://www.geonames.org/2833059/sengel-platte.html,0
Tania Weaver-http://dbpedia.org/page/Tania,0
Apple Store-http://dbpedia.org/page/ITunes_Store,0
Motorola-http://dbpedia.org/page/Motorola,1
Kanimozhi-http://www.freebase.com/view/wikipedia/en_title/Kanimozhi_$0028film$0029,0
Moulvi Iftikhar Hussain-http://www.freebase.com/view/m/0cnz0r5,0
Mondayís German-language-http://www.freebase.com/view/m/0c3mc58,0
Gaby Ochsenbein-http://www.freebase.com/view/m/0gydlbs,0
Bronze Age-http://dbpedia.org/page/The_Age_of_Bronze,0
Barbara Starr-http://www.geonames.org/4174011/starr.html,0
Hassan Ali-http://www.freebase.com/view/en/hassan_ali_mansur,0
R. Adams Cowley Shock Trauma Center-http://dbpedia.org/page/R_Adams_Cowley_Shock_Trauma_Center,1
IBM-http://dbpedia.org/page/IBM,1
Mark Milian-http://www.geonames.org/3546923/milian.html,0
Ali Abdullah Saleh-Ali Abdullah Saleh_undisclosedLink0,0
BMO Capital Markets-BMO Capital Markets_undisclosedLink0,0
Sri Lanka-http://dbpedia.org/page/Sri_Lanka,1
Maha Abouelenein-http://dbpedia.org/page/MaHa,0
Nidal Malik Hasan-http://dbpedia.org/page/Umm_Nidal,0
Hakim Almasmari-http://www.freebase.com/view/en/hakim,0
Southern Avenue-http://www.freebase.com/view/en/southern_avenue,0
Gene Munster-http://www.geonames.org/4903209/munster.html,0
Grosvenor-http://www.geonames.org/998768/grosvenor.html,0
Times Square-http://www.geonames.org/4175396/times-square.html,0
Kalaignar TV-http://dbpedia.org/page/Parithimaar_Kalaignar,0
Nokia-http://dbpedia.org/page/Nokia,1
DMK-http://www.freebase.com/view/en/dravida_munnetra_kazhagam,0
Russians-Russians_undisclosedLink0,0
S. Randolph Sengel-http://www.geonames.org/2833062/sengel-berg.html,0
Norway-Norway_undisclosedLink1,0
Rhode Island Avenue-http://dbpedia.org/page/Rhode_Island_Avenue_Stadium-Armory,1
Swiss-style-http://dbpedia.org/page/International_Typographic_Style,0
Bill Watkins-http://www.freebase.com/view/en/bill_watkins,0
Amazon Prime-http://www.freebase.com/view/en/fairy_chess_piece,0
George Clooney-http://dbpedia.org/page/George_Clooney,1
California-http://dbpedia.org/page/California,1
BMO Capital Markets-http://dbpedia.org/page/BMO,0
Umar Farouk AbdulMutallab-http://data.nytimes.com/N68781713022335124083,0
Samsung Galaxy Note-http://dbpedia.org/page/Samsung_Galaxy_Ace,0
Doug Gross-http://www.geonames.org/4626690/gross.html,0
Skype-style-http://www.freebase.com/view/user/marcusofengland,0
Swiss-style-Swiss-style_undisclosedLink1,0
Gaby Ochsenbein-http://www.freebase.com/view/en/ulrich_ochsenbein,0
Italy-http://www.freebase.com/view/en/italy_national_under-21_football_team,0
Australia-http://www.freebase.com/view/wikipedia/fr/Australia_$0028film$002C_2008$0029,0
Rotkreuz-http://www.geonames.org/2658950/rotkreuz.html,1
Maha Abouelenein-http://dbpedia.org/page/Microangiopathic_hemolytic_anemia,0
Egyptian-http://dbpedia.org/page/The_Egyptian,0
Swiss-http://www.geonames.org/4411014/swiss.html,0
Sinhalese-http://dbpedia.org/page/Sinhala_language,0
English-language-http://www.freebase.com/view/lang/en,0
Supreme Court-http://dbpedia.org/page/Supreme_court,1
Austria-Austria_undisclosedLink0,0
Khalifa-http://www.geonames.org/1411750/khalifa.html,0
John-John_undisclosedLink0,0
Maryland State Department of Education-http://dbpedia.org/page/Kansas_State_Department_of_Education,0
French-http://www.freebase.com/view/en/france,1
Jammu-http://www.geonames.org/1269321/jammu.html,0
Doug Gross-http://dbpedia.org/page/Gross,0
Yemen-http://www.freebase.com/view/en/peoples_democratic_republic_of_yemen,0
La LibertÈ-http://dbpedia.org/page/.la,0
Chinese Internet-http://dbpedia.org/page/List_of_Internet_phenomena_in_the_People's_Republic_of_China,0
Great St Bernard Pass-http://dbpedia.org/page/Great_St_Bernard_Pass,1
Taobao-http://dbpedia.org/page/Taobao,1
Skype-style-http://dbpedia.org/page/Skype_protocol,0
Fort Hood-http://www.geonames.org/7261291/fort-hood.html,1
Samsung-http://www.geonames.org/6807833/samsung.html,0
Osama bin Laden-http://dbpedia.org/page/Death_of_Osama_bin_Laden,0
European-http://www.freebase.com/view/en/european_union,1
Anwar Al-Awlaki-http://dbpedia.org/page/Anwar_al-Awlaki,1
New Mexico-http://dbpedia.org/page/New_Mexico,1
Ameriprise Financial-http://www.freebase.com/view/en/ameriprise_financial_center,0
Armenian-http://www.freebase.com/view/en/armenian_apostolic_church,0
Fahad Salim Dalk-http://dbpedia.org/page/Dak_galbi,0
Supreme Court-http://www.freebase.com/view/en/supreme_court_of_the_united_states,0
Brookdale Drive-http://dbpedia.org/page/Brookdale,0
Russians-Russians_undisclosedLink1,0
al-Asiri-http://dbpedia.org/page/Al-Asiri,0
Grand St Bernard-http://www.freebase.com/view/en/great_st_bernard_pass,1
Leibacher-http://dbpedia.org/page/Friedrich_Leibacher,1
Facebook-http://dbpedia.org/page/Facebook,1
Mohammad Akbar Lone-Mohammad Akbar Lone_undisclosedLink1,0
Kusegaon Fruits & Vegetables Pvt Ltd-Kusegaon Fruits & Vegetables Pvt Ltd_undisclosedLink3,0
Alibaba-http://www.freebase.com/view/en/alibaba_group,0
Sharmila Tagore-Sharmila Tagore_undisclosedLink1,0
Weaver-http://dbpedia.org/page/Bas-Lag#Known_races,0
Western-http://www.freebase.com/view/en/western,0
Adam Yahiye Gadahn-http://www.freebase.com/view/en/adam_yahiye_gadahn,1
Patricia Sullivan-http://www.freebase.com/view/user/hangy/viaf/50946147,0
Laden-http://www.geonames.org/4540463/laden.html,0
Lewis Lee-Lewis Lee_undisclosedLink0,0
AAPL-http://dbpedia.org/page/Apple_Inc.,0
Adam Levine-http://www.freebase.com/view/en/adam_levine,0
Turmix-Turmix_undisclosedLink3,0
iSuppli-iSuppli_undisclosedLink1,0
YHOO-YHOO_undisclosedLink1,0
Eva Maria Belser-http://www.freebase.com/view/en/maria_eva,0
Iran-http://dbpedia.org/page/Iran,1
A Delhi-http://dbpedia.org/page/Delhi,1
Saini-Saini_undisclosedLink0,0
U.N.-http://www.freebase.com/view/en/united_nations,1
Commission-http://www.freebase.com/view/en/european_commission,0
Sharmila Tagore-http://www.freebase.com/view/m/089g5wv,0
CNN-http://www.freebase.com/view/en/cnn,1
Montek Singh Ahluwalia-http://dbpedia.org/page/H._P._S._Ahluwalia,0
Fire is Wi-Fi-only-http://www.freebase.com/view/en/oxegen_2008,0
Baltimore-http://dbpedia.org/page/Baltimore,0
Takoma-http://www.freebase.com/view/en/takoma_washington_dc,1
Shiite-http://dbpedia.org/page/Shiite_Tide,0
Mark Milian-http://www.geonames.org/3546924/milian.html,0
Obama-http://www.freebase.com/view/en/barack_obama,1
Nasser-http://www.freebase.com/view/en/nassar,0
Ochsenbein-http://www.freebase.com/view/en/urs_ochsenbein,0
New York-http://dbpedia.org/page/New_York-New_York_Hotel_&_Casino,0
Opposition PDP-http://dbpedia.org/page/PDP,0
al-Roken-al-Roken_undisclosedLink0,0
O'Dea-O'Dea_undisclosedLink1,0
Romans-http://dbpedia.org/page/Roman,1
Domestic Violence Awareness Month-Domestic Violence Awareness Month_undisclosedLink0,0
Virginia-Virginia_undisclosedLink0,0
Alibaba Group-http://www.freebase.com/view/uri/http$003A$002F$002Fwww$002Ealibaba$002Ecom$002Faboutalibaba$002Faligroup$002Findex$002Ehtml,0
RK Chandolia-RK Chandolia_undisclosedLink0,0
Samsung-http://dbpedia.org/page/Samsung,1
Las Cruces-http://dbpedia.org/page/Las_Cruces,0
Al-Marzooqi-http://www.freebase.com/view/wikipedia/en_title/Al_Marzooqi,0
Facebook-http://dbpedia.org/page/Google+,0
Kalaignar TV-Kalaignar TV_undisclosedLink0,0
Afghanistan-http://www.freebase.com/view/en/afghanistan,1
Norway-Norway_undisclosedLink2,0
Mountain View-http://dbpedia.org/page/Mountain_View,0
Temps-Temps_undisclosedLink1,0
nLa LibertÈ-http://dbpedia.org/page/No.1_Croydon,0
Greece-http://dbpedia.org/page/Greece,1
Sony-http://www.freebase.com/view/en/sony,1
Below Poverty Line-http://dbpedia.org/page/Below_Poverty_Line_Below,0
Ahmadinejad-http://www.freebase.com/view/en/mahmoud_ahmadinejad,1
IDCC-IDCC_undisclosedLink1,0
Zinjibar-http://www.geonames.org/69426/zinjibar.html,1
Alibaba-http://www.freebase.com/view/en/alibaba_baby,0
Kaspar Villiger-http://www.freebase.com/view/en/kaspar_villiger,1
Susan Vogel-Misicka-Susan Vogel-Misicka_undisclosedLink0,0
Hendy-http://dbpedia.org/page/Henderson_Bryan,0
Domestic Violence Intervention Project-http://dbpedia.org/page/Domestic_violence,0
Ireland-http://www.freebase.com/view/en/republic_of_ireland,1
Carlos Calderon Mejia-http://dbpedia.org/page/Carlos_Mej�a_Godoy,0
Zinjibar-http://www.freebase.com/view/en/zinjibar,1
Fahad Salim Dalk-Fahad Salim Dalk_undisclosedLink1,0
Al-Marzooqi-http://www.freebase.com/view/en/abdulla_al_marzooqi,0
US-http://dbpedia.org/page/As_If,0
Nasser al-Awlaki-http://dbpedia.org/page/Aulaqi,0
Western Alps-Western Alps_undisclosedLink0,0
CNN Wire-CNN Wire_undisclosedLink0,0
Domestic Violence Intervention Project-http://www.freebase.com/view/en/duluth_domestic_abuse_intervention_project,1
Australia-http://www.freebase.com/view/en/australia,1
HTC-http://dbpedia.org/page/HTML_Components,0
Nigerians-http://dbpedia.org/page/Nigerians_in_Vietnam,0
California-http://www.freebase.com/view/en/california,1
Mondayís German-language-Mondayís German-language_undisclosedLink0,0
Inspire-http://www.freebase.com/view/en/inspire_c_w_game,0
Agarwal-http://dbpedia.org/page/Agrawal,0
Hakim Almasmari-http://www.geonames.org/6651457/hakim.html,0
Swiss Alpine Club-http://www.freebase.com/view/en/swiss_alpine_club,1
Doug Gross-http://www.freebase.com/view/en/maryland,0
Iranian-Iranian_undisclosedLink1,0
Vienna-http://www.freebase.com/view/en/vienna,0
U.S. State Department-U.S. State Department_undisclosedLink0,0
Geneva-based-http://dbpedia.org/page/Geneva,0
Mr. Ahmadinejad-http://www.freebase.com/view/en/mohammad_reza_shajarian,0
Gaby Ochsenbein-http://dbpedia.org/page/Gaby,0
J. DAVID-http://dbpedia.org/page/David_J,0
Hassan Ali-http://www.geonames.org/1359544/hassan-ali.html,0
O'Dea-http://dbpedia.org/page/OO'Dea,0
New Mexico-http://www.freebase.com/view/en/university_of_new_mexico,0
France-http://dbpedia.org/page/France,1
Napoleon-Napoleon_undisclosedLink0,0
Portugal-http://dbpedia.org/page/Portugal,1
Opposition PDP-Opposition PDP_undisclosedLink0,0
Fribourg-http://www.geonames.org/6437524/fribourg.html,0
Anwar al-Awlaki-Anwar al-Awlaki_undisclosedLink0,0
Minnesota-http://www.geonames.org/4209662/minnesota.html,0
Lee & Hayes-Lee & Hayes_undisclosedLink0,0
Mejia-http://www.geonames.org/3547198/mejia.html,0
Oswald Gr-http://www.geonames.org/5056667/oswald.html,0
European-http://www.freebase.com/view/en/uefa_champions_league,0
Mohammed Basha-http://www.geonames.org/377609/basha.html,0
Hussain-http://www.geonames.org/7101735/hussain.html,0
Marib-http://www.geonames.org/6300138/marib.html,0
Mansur Ali Khan Pataudi-http://www.freebase.com/view/en/mansur,0
Zurich-based-http://www.geonames.org/4282139/zurich.html,0
Finnish-http://www.freebase.com/view/lang/fi,0
SRINAGAR-http://www.geonames.org/1255635/srinagar.html,0
St Bernard-http://www.freebase.com/view/en/st_bernard_parish,0
Turmix-Turmix_undisclosedLink0,0
Alfredo Gysi-http://dbpedia.org/page/Willy_Gysi,0
Middle East-http://www.freebase.com/view/en/middle_east,1
English-speaking Muslims-http://dbpedia.org/page/Marakkar,0
Ahmadinejad-http://dbpedia.org/page/Mahmoud_Ahmadinejad's_letter_to_George_W._Bush,0
Inspire-http://www.freebase.com/view/en/honda_inspire,0
Yemeni Embassy-http://www.geonames.org/747856/yemeni.html,0
Tamil-http://www.freebase.com/view/en/tamil_people,1
Fire is Wi-Fi-only-http://www.freebase.com/view/en/rose_garden_arena,0
US-http://dbpedia.org/page/This_Is_Us,0
Minnesota-http://www.freebase.com/view/en/minnesota,1
SRINAGAR-http://www.geonames.org/1255634/srinagar.html,1
Banca Svizzera Italiana-Banca Svizzera Italiana_undisclosedLink0,0
Apple Store-http://dbpedia.org/page/Apple_Store_(online),0
Middle East-http://www.freebase.com/view/en/middle_east_technical_university,0
AQAP-AQAP_undisclosedLink0,0
U.S. State Department-http://dbpedia.org/page/United_States_Department_of_State,1
David Goldman-http://www.freebase.com/view/en/david_goldman,0
Mr. Ahmadinejad-http://dbpedia.org/page/Mahmoud_Ahmadinejad,1
America-America_undisclosedLink1,0
Galaxy S II-http://dbpedia.org/page/Samsung_Galaxy_S,0
France-http://www.freebase.com/view/en/battle_of_france,0
Alibaba Group-http://www.freebase.com/view/wikipedia/en_title/Alibaba_Group,1
Bern-based-http://www.geonames.org/5327721/bern.html,0
trans-Atlantic-http://www.freebase.com/view/m/0fqtfh3,0
Nespresso-Nespresso_undisclosedLink2,0
Obama-http://dbpedia.org/page/Barack_Obama,1
Iranian-Iranian_undisclosedLink0,0
Nokia-http://www.geonames.org/644450/nokia.html,0
Samir Khan-Samir Khan_undisclosedLink0,0
Arhab-http://www.geonames.org/78210/arhab.html,0
Nokia-http://www.freebase.com/view/en/nokia,1
Napoleon-http://www.freebase.com/view/en/napoleon_i_of_france,1
Fribourg-http://dbpedia.org/page/Fribourg,1
Tages-Anzeiger-http://dbpedia.org/page/Tages-Anzeiger,1
Bryson-http://www.geonames.org/4677030/bryson.html,0
Arabic Network for Human Rights Information-Arabic Network for Human Rights Information_undisclosedLink0,0
Greek-Greek_undisclosedLink0,0
Yemeni-http://www.geonames.org/747856/yemeni.html,0
United States-http://dbpedia.org/page/These_United_States,0
Munster-http://www.freebase.com/view/wikipedia/fr_id/384101,0
Chamontae Walker-http://dbpedia.org/page/William_Walker,0
TouchPad-http://www.freebase.com/view/en/touchpad,1
Detroit-http://www.freebase.com/view/en/detroit_michigan,1
Bill Watkins-http://www.freebase.com/view/wikipedia/en_title/Bill_Watkins_$0028cricketer$002C_born_1923$0029,0
Obama-http://www.geonames.org/2328356/obama.html,0
Sikkim-http://www.freebase.com/view/en/sikkim_1971,0
Alexandriaís Domestic Violence Intervention Project-http://www.freebase.com/view/soft/isbn/9781858931395/best,0
Texas-Texas_undisclosedLink0,0
Google-http://dbpedia.org/page/Google_(verb),0
S. Randolph Sengel-S. Randolph Sengel_undisclosedLink0,0
Nokia-Nokia_undisclosedLink0,0
U.S.-http://dbpedia.org/page/United_States_dollar,0
Jeff Bezos-Jeff Bezos_undisclosedLink0,0
Federico Bragagnini-http://www.freebase.com/view/soft/isbn/9783423206198/best,0
Peace Talks-http://www.freebase.com/view/en/peace_process_in_the_israeli-palestinian_conflict,0
Hollywood-http://dbpedia.org/page/Hollywood,1
Greece-http://www.freebase.com/view/en/battle_of_greece,0
Question Hour-http://dbpedia.org/page/Question_Hour,1
Sri Lanka-http://dbpedia.org/page/The_Sri_Lanka_Sri,0
Ochsenbein-http://www.freebase.com/view/en/ulrich_ochsenbein,0
Market Square-http://www.geonames.org/4639528/market-square.html,0
Hendy-http://www.freebase.com/view/en/hendy,0
United Nations-http://dbpedia.org/page/Member_states_of_the_United_Nations,0
New Yorkís-http://dbpedia.org/page/New,0
Internet-http://dbpedia.org/page/On_the_Internet,0
Lebanese-http://www.freebase.com/view/en/lebanese_people,1
