task,community
Kindle Fire Amazon-http://dbpedia.org/page/Amazon_Kindle#Kindle_2,0
Khalifa-http://www.geonames.org/1411750/khalifa.html,0
Khalifa-http://www.geonames.org/1174292/khalifa.html,0
Keystone-http://www.geonames.org/4810894/keystone.html,0
Kennedy-Kennedy_undisclosedLink0,0
Kashmir-http://www.geonames.org/5776706/kashmir.html,0
Kashmir-Kashmir_undisclosedLink0,0
Karim Morani-http://www.geonames.org/787853/morani.html,0
Karim Morani-http://www.geonames.org/787852/morani.html,0
Karim Morani-http://www.geonames.org/1430226/morani.html,0
Kanimozhi-http://www.freebase.com/view/m/0cljdd7,0
Kalaignar TV-http://dbpedia.org/page/Kalaignar_TV,1
Kalaignar TV-Kalaignar TV_undisclosedLink0,0
Julia Slater-http://www.freebase.com/view/en/ashley_slater,0
John-http://dbpedia.org/page/John_,0
John-John_undisclosedLink1,0
Jibrin Ibrahim-http://www.geonames.org/169079/jibrin.html,0
Jibrin Ibrahim-http://www.geonames.org/169078/jibrin.html,0
Jayampathy Wickramaratne-Jayampathy Wickramaratne_undisclosedLink0,0
Jammu-http://www.freebase.com/view/en/jammu,1
Jammu-Jammu_undisclosedLink0,0
Jairam Ramesh-http://www.freebase.com/view/wikipedia/images/commons_id/15934761,0
Jack Ma-http://dbpedia.org/page/Jack_Ma,1
Jack Ma-http://dbpedia.org/page/.ma,0
J. DAVID-http://www.freebase.com/view/en/david_j,0
J. DAVID-http://dbpedia.org/page/David_J._Schiappa,0
J. DAVID-http://dbpedia.org/page/David_J,0
Italian-http://www.freebase.com/view/lang/it,0
Islam-http://www.freebase.com/view/en/islam,1
Ireland-http://www.freebase.com/view/en/ireland,0
Ireland-http://dbpedia.org/page/Ireland,1
Iranians-http://www.freebase.com/view/en/persian_people,0
Iranians-http://www.freebase.com/view/en/iranian_peoples,1
Iran-http://www.freebase.com/view/en/iran,1
Iran-http://dbpedia.org/page/Iran,1
Institute of Federalism-http://www.freebase.com/view/wikipedia/es_id/3146965,0
Institute of Federalism-http://www.freebase.com/view/en/eth_zurich,0
Institute of Federalism-http://www.freebase.com/view/en/buenos_aires,0
India Meteorological Department-http://www.freebase.com/view/wikipedia/it_id/21096,0
India Meteorological Department-http://www.freebase.com/view/en/regional_specialized_meteorological_centre,0
Ibrahim-http://dbpedia.org/page/Ibrahim_Haji_Jama_MeeWickramaratne,0
Ibrahim Hasan al-Asiri-http://www.geonames.org/448896/ibrahim-al-hasan.html,0
Ibrahim Hasan al-Asiri-http://www.freebase.com/view/en/al_farouq_training_camp,0
Ibrahim Hasan al-Asiri-http://dbpedia.org/page/Khalid_al-Asiri,1
IMD-http://dbpedia.org/page/Joint_Functional_Component_Command_for_Integrated_Missile_Defense,0
IDCC-IDCC_undisclosedLink1,0
IDCC-IDCC_undisclosedLink0,0
IBM-http://www.freebase.com/view/en/ibm,1
IBM-http://dbpedia.org/page/IBM_Personal_Computer/AT,0
Hutchinson Lane-http://www.geonames.org/4809613/hutchinson.html,0
Hussain-http://www.geonames.org/7101738/hussain.html,0
Hosni Mubarak-http://www.freebase.com/view/en/hosni_mubarak,1
Hollywood-Hollywood_undisclosedLink1,0
Hollywood-Hollywood_undisclosedLink0,0
Hassan Ali-http://dbpedia.org/page/Ali_Hassan,0
Hamid Karzai-http://data.nytimes.com/6727580816423805663,1
HTC-http://www.freebase.com/view/en/htc_desire,0
Greek-http://www.freebase.com/view/en/greek_mythology,0
Great Satan-http://www.freebase.com/view/m/06gtg_k,0
Grand Cru-http://www.freebase.com/view/wikipedia/ru_id/1702358,0
Grand Cru-http://www.freebase.com/view/en/grand_cru,0
Germans-http://www.freebase.com/view/en/germans,1
Germans-http://dbpedia.org/page/The_Germans,0
George Clooney-http://www.freebase.com/view/en/rosemary_clooney,0
George Clooney-http://www.freebase.com/view/en/george_clooney,1
George Clooney-http://data.nytimes.com/63091462258450536183,1
Geneva-http://www.freebase.com/view/en/geneva_new_york,1
Geneva-http://www.freebase.com/view/en/geneva,0
Geneva-based-Geneva-based_undisclosedLink1,0
Gene Munster-http://www.geonames.org/4903209/munster.html,0
Galaxy S II-Galaxy S II_undisclosedLink0,0
Gaby Ochsenbein-http://dbpedia.org/page/Ulrich_Ochsenbein,0
Gaby Ochsenbein-http://dbpedia.org/page/Gaby,0
GOOG-http://www.freebase.com/view/en/google,1
Front Line Defenders-Front Line Defenders_undisclosedLink0,0
Friendship Heights-http://www.geonames.org/4760200/friendship-heights.html,0
Fribourg-http://www.geonames.org/7285870/fribourg.html,0
Fribourg-http://www.geonames.org/6437524/fribourg.html,0
Fribourg-http://www.geonames.org/3017047/fribourg.html,0
French-http://dbpedia.org/page/French,0
Fort Totten-http://dbpedia.org/page/Fort_Totten,0
Fort Hood-http://www.geonames.org/7267472/fort-hood.html,0
Florian Mueller-Florian Mueller_undisclosedLink0,0
Fire-http://dbpedia.org/page/On_the_Fire,0
Fire-http://dbpedia.org/page/Into_the_Fire,0
Fire-Fire_undisclosedLink0,0
Fire is Wi-Fi-only-http://www.freebase.com/view/en/newcastle_upon_tyne,0
Federal Supreme Court-http://dbpedia.org/page/Supreme_Federal_Court,0
Fakharany-Fakharany_undisclosedLink3,0
Fakharany-Fakharany_undisclosedLink0,0
Faiza Mousa-http://www.geonames.org/2427385/mousa.html,0
Fahad Salim Dalk-http://dbpedia.org/page/Dak_galbi,0
Facebook-http://dbpedia.org/page/Google+,0
FaceTime-http://www.freebase.com/view/en/facetime,0
FBI-http://www.freebase.com/view/en/federal_bureau_of_investigation,1
Eva Maria Belser-http://dbpedia.org/page/Belser,0
English-speaking Muslims-http://dbpedia.org/page/Marakkar,0
English-language-English-language_undisclosedLink0,0
Emiratis-http://dbpedia.org/page/List_of_Emiratis,0
Emirati-Emirati_undisclosedLink1,0
Elkridge-http://dbpedia.org/page/Elkridge,0
Egyptian-http://dbpedia.org/page/The_Egyptian,0
Egyptian-http://dbpedia.org/page/Egyptian,1
Eastern Market-http://www.freebase.com/view/en/eastern_market_historic_district,0
Eastern Market-http://www.freebase.com/view/en/eastern_market,0
EBAY-http://www.freebase.com/view/wikipedia/fr/EBay_$0028chanson$0029,0
EBAY-http://www.freebase.com/view/en/west_surrey_racing,0
Domestic Violence Intervention Project-http://www.freebase.com/view/en/duluth_domestic_abuse_intervention_project,1
Diane Ruggiero-http://www.freebase.com/view/en/diane_ruggiero,0
Detroit-http://www.freebase.com/view/en/detroit_michigan,1
Detroit-Detroit_undisclosedLink0,0
Darrel Hendy-http://www.freebase.com/view/en/hendy,0
Darrel Hendy-http://dbpedia.org/page/Darrell,0
DMK-http://dbpedia.org/page/Dravida_Munnetra_Kazhagam,0
DMK-http://dbpedia.org/page/Don_Mueang_International_Airport,0
D.C. Superior Court-D.C. Superior Court_undisclosedLink0,0
Conspiracy Theories-http://www.freebase.com/view/en/conspiracy_fiction,0
Conspiracy Theories-Conspiracy Theories_undisclosedLink1,0
Conspiracy Theories-Conspiracy Theories_undisclosedLink0,0
Commission-http://dbpedia.org/page/Commission,0
Columbia-Columbia_undisclosedLink1,0
Clare O'Dea-http://dbpedia.org/page/Darrell_O'Dea,0
Clare O'Dea-Clare O'Dea_undisclosedLink0,0
Claire Dunn-http://www.geonames.org/4919802/dunn.html,0
Claire Dunn-http://www.geonames.org/4828359/dunn.html,0
Claire Dunn-http://dbpedia.org/page/Dunn,0
Cineyug Films-http://www.freebase.com/view/wikipedia/en_title/2G_spectrum_scam,0
Cineyug Films-http://www.freebase.com/view/m/0f1t8xz,0
Cineyug Films-http://dbpedia.org/page/Film,0
Chris Isidore-http://dbpedia.org/page/Isidore,0
Chinese Internet-Chinese Internet_undisclosedLink0,0
Carlos Calderon Mejia-http://www.freebase.com/view/en/envigado_futbol_club,0
Carlos Calderon Mejia-http://dbpedia.org/page/Carlos_CalderCarlos,0
Carlos Calderon Mejia-Carlos Calderon Mejia_undisclosedLink0,0
Cairo-http://dbpedia.org/page/Cairo,1
Caesar-http://www.geonames.org/4678033/caesar.html,0
Caesar-http://www.freebase.com/view/wikipedia/es_id/2840692,0
CIA-http://www.freebase.com/view/en/the_world_factbook,0
CIA-http://www.freebase.com/view/en/central_intelligence_agency,1
CIA-http://dbpedia.org/page/CAN_in_Automation,0
CBI-http://dbpedia.org/page/CBI_(AM),0
Bryson-http://www.geonames.org/4677030/bryson.html,0
Bryson-http://www.geonames.org/4378889/bryson.html,0
Bronze Age-http://dbpedia.org/page/The_Age_of_Bronze,0
Bourg St Pierre-http://www.geonames.org/2661428/bourg-saint-pierre.htmlambiguous,1
Blick-http://www.freebase.com/view/m/0487dvv,0
Blick-Blick_undisclosedLink0,0
Bill Watkins-Bill Watkins_undisclosedLink0,0
Below Poverty Line-http://www.freebase.com/view/en/below_poverty_line,0
Barbara Starr-http://www.freebase.com/view/en/ringo_starr,0
Barack Obama-http://dbpedia.org/page/Barack_Obama_Barack,0
Barack Obama-http://dbpedia.org/page/Barack_Obama,1
Banca Svizzera Italiana-http://dbpedia.org/page/Banca_della_Svizzera_Italiana,1
Banca Svizzera Italiana-Banca Svizzera Italiana_undisclosedLink1,0
Balwa-http://www.geonames.org/1459410/pa-in-balwa.html,0
Balwa-http://dbpedia.org/page/Shahid_Balwa,0
Baltimore-http://www.geonames.org/4347778/baltimore.html,1
Baltimore-http://www.freebase.com/view/en/baltimore,1
Baltimore-http://dbpedia.org/page/Baltimore,0
BPL-http://www.freebase.com/view/wikipedia/en_title/BPL_$0028complexity$0029,0
BMO Capital Markets-http://www.freebase.com/view/wikipedia/images/en_id/25681458,0
Axel Weber-http://dbpedia.org/page/Axel_A._Weber,1
Austria-http://dbpedia.org/page/Fucking,0
Austria-Austria_undisclosedLink0,0
Asif Balwa-http://dbpedia.org/page/Asif,0
Artifacts-http://www.freebase.com/view/m/065nzln,0
Artifacts-http://www.freebase.com/view/en/artifact,1
Artifacts-http://dbpedia.org/page/As_Artifacts,0
Armenian-http://www.freebase.com/view/en/armenians,1
Armenian-http://dbpedia.org/page/Armenian,0
Arhab-http://www.geonames.org/78210/arhab.htmlAmbiguous,1
Arhab-http://www.geonames.org/173010/arhab.html,0
Arhab-Arhab_undisclosedLink0,0
Arabic Network for Human Rights Information-Arabic Network for Human Rights Information_undisclosedLink0,0
Arabian Peninsula-http://www.geonames.org/6957697/arabian-peninsula.html,0
Arabian Peninsula-http://www.freebase.com/view/authority/us/gov/loc/sh/sh85045217,0
Apple-http://dbpedia.org/page/Apple_Apple,0
Anwar al-Awlaki-http://www.freebase.com/view/en/anwar_al-awlaki,1
Anwar al-Awlaki-Anwar al-Awlaki_undisclosedLink1,0
Anwar al-Awlaki-Anwar al-Awlaki_undisclosedLink0,0
Anwar Al-Awlaki-http://www.freebase.com/view/wikipedia/en_title/People_linked_to_Anwar_al-Awlaki,0
Anwar Al-Awlaki-http://www.freebase.com/view/en/anwar_al-awlaki,1
Anwar Al-Awlaki-http://dbpedia.org/page/People_linked_to_Anwar_al-Awlaki,0
Android-http://www.freebase.com/view/en/android_1982,0
Android-based-http://www.freebase.com/view/wikipedia/fr_id/4208241,0
Ameriprise Financial-http://www.freebase.com/view/wikipedia/images/en_id/31789403,0
American-born-American-born_undisclosedLink0,0
Amazon-Amazon_undisclosedLink0,0
Amazon Prime-http://www.freebase.com/view/en/fairy_chess_piece,0
Alpine-http://www.geonames.org/4830028/alpine.html,0
Alpine-http://dbpedia.org/page/Alpine,1
Alipay-Alipay_undisclosedLink2,0
Alibaba-owned-Alibaba-owned_undisclosedLink1,0
Alibaba-http://www.freebase.com/view/en/alibaba_baby,0
Alibaba-http://www.freebase.com/view/en/ali_baba,0
Alibaba Group-http://www.freebase.com/view/en/alibaba_group,0
Ali Abdullah Saleh-http://dbpedia.org/page/Ali_Abdullah_Saleh,1
Ali Abdullah Saleh-http://dbpedia.org/page/Ali_Abdullah_Ahmed,0
AlexandriaÃ­s Domestic Violence Intervention Project-http://dbpedia.org/page/Duluth_model,0
Alexandria-http://www.freebase.com/view/en/alexandria,0
Alexandria-http://dbpedia.org/page/Alexandria,0
Alexandria CommonwealthÃ­s AttorneyÃ­s Office-Alexandria CommonwealthÃ­s AttorneyÃ­s Office_undisclosedLink1,0
Al Qaeda-http://www.freebase.com/view/en/al_qaeda_safe_house,0
Al Qaeda-http://data.nytimes.com/N58421218052665300032,0
Ahmed Mansoor-http://www.freebase.com/view/en/mansur,0
AfghanistanÃ­s Leaders Sour-http://www.geonames.org/2532393/sour.html,0
AfghanistanÃ­s Leaders Sour-http://dbpedia.org/page/TasteAfghanistanÃ­s,0
AfghanistanÃ­s Leaders Sour-AfghanistanÃ­s Leaders Sour_undisclosedLink0,0
Afghanistan-http://www.freebase.com/view/en/soviet_war_in_afghanistan,0
Afghan-http://www.freebase.com/view/en/afghanistan,1
Afghan-http://dbpedia.org/page/Afghan,0
Afghan-Afghan_undisclosedLink0,0
Adam Yahiye Gadahn-http://dbpedia.org/page/Adam_Jones_(American_football),0
Abdul-Kareem Al-Marzooqi-http://www.freebase.com/view/m/0bwgbwm,1
AQAP-http://dbpedia.org/page/Al-Qaeda_in_the_Arabian_Peninsula,1
ALU-http://www.freebase.com/view/en/alu_sequence,0
AAPL-AAPL_undisclosedLink1,0
A Delhi-http://dbpedia.org/page/Delhi,1
al-Asiri-http://www.geonames.org/7526731/ash-shaykh-muhammad-al-asiri.html,0
al-Asiri-http://dbpedia.org/page/Khalid_al-Asiri,1
Zug-http://www.geonames.org/2760457/zug.html,0
Zug-http://www.geonames.org/2461423/zug.html,0
Zinjibar-http://dbpedia.org/page/Fadhli_Sultanate,0
Yemen-http://www.geonames.org/5687480/yemen.html,0
Yemen-http://www.freebase.com/view/en/peoples_democratic_republic_of_yemen,0
Yemen-http://dbpedia.org/page/Yemen,1
Western Alps-http://www.freebase.com/view/en/swiss_alps,0
Wall Street Journal-http://dbpedia.org/page/The_Wall_Street_Journal_Report,0
Wall Street Journal-http://dbpedia.org/page/The_Wall_Street_Journal,1
Wall Street Journal-Wall Street Journal_undisclosedLink1,0
Virginia-http://www.freebase.com/view/en/west_virginia,0
Virginia-http://www.freebase.com/view/en/virginia,1
Virginia-Virginia_undisclosedLink0,0
Vanuatu-http://www.freebase.com/view/en/air_vanuatu,0
Ukrainian-http://www.freebase.com/view/en/ukraine,0
UBS-http://dbpedia.org/page/UBS_Mayu,0
UBM-UBM_undisclosedLink0,0
U.S. State Department-http://dbpedia.org/page/Georgia_Department_of_Transportation,0
U.S. State Department-U.S. State Department_undisclosedLink0,0
Twinbrook-http://dbpedia.org/page/Twinbrook,0
TouchPad-http://dbpedia.org/page/Touchpad,1
Tim Morse-http://www.geonames.org/4275755/morse.html,0
The Onion-http://dbpedia.org/page/Onion,0
The Onion-http://dbpedia.org/page/.onion,0
Texas-http://www.freebase.com/view/en/texas_rangers,0
Temps-http://www.freebase.com/view/wikipedia/fr/Le_Temps_$0028quotidien_fran$00E7ais$0029,0
Tania Weaver-Tania Weaver_undisclosedLink0,0
Tamil-http://dbpedia.org/page/Tamil,0
Tages-Anzeiger-http://dbpedia.org/page/Tages_(band),0
Tages-Anzeiger-http://dbpedia.org/page/Tages,0
Swiss Alpine Club-http://dbpedia.org/page/Swiss_Alpine_Museum,0
Susan Vogel-Misicka-http://www.freebase.com/view/en/susan_vogel,0
Susan Vogel-Misicka-http://www.freebase.com/view/en/susan_mullin_vogel,0
Susan Vogel-Misicka-Susan Vogel-Misicka_undisclosedLink0,0
Sunni-http://www.geonames.org/1350190/sunni.html,0
St Bernards-http://www.freebase.com/view/wikipedia/en_title/St$002E_Bernards_F$002EC$002E_$0028Abbeyknockmoy$0029,0
Sri LankaÃ­s-http://www.geonames.org/2532354/sri.html,0
Sri LankaÃ­s-http://dbpedia.org/page/Car_model,0
Sri Lanka-http://dbpedia.org/page/Sri_Lanka,1
Spokane-http://www.geonames.org/4342310/spokane.html,0
Spokane-http://dbpedia.org/page/Spokane,1
Spain-Spain_undisclosedLink0,0
Souvenir-http://dbpedia.org/page/Souvenir,1
South Pacific-http://www.freebase.com/view/en/oceania,0
South Pacific-http://dbpedia.org/page/South_Pacific,0
Sony-http://www.freebase.com/view/en/sony_bmg_music_entertainment,0
Skype-style-http://dbpedia.org/page/Skype_protocol,0
Sinhalese-http://dbpedia.org/page/Sinhala_language,0
Sinhalese-Sinhalese_undisclosedLink0,0
Silent Witness-Silent Witness_undisclosedLink1,0
Sikkim-http://dbpedia.org/page/Sikkim,1
Siemens-http://www.geonames.org/5009830/siemens.html,0
Siemens-http://www.freebase.com/view/wikipedia/en_title/Siemens_Wind_Power,0
Sharmila Tagore-http://www.freebase.com/view/en/sharmila_tagore,1
Sharad Kumar-http://dbpedia.org/page/Sharad,0
Saudi-born American-http://www.freebase.com/view/en/united_states,0
Saudi-born American-http://www.freebase.com/view/en/canada,0
Saudi-born American-http://dbpedia.org/page/Saudi_American,0
Samsung-http://www.freebase.com/view/en/samsung_group,1
Samsung Galaxy Note-http://dbpedia.org/page/Samsung_i7500,0
Saleh-http://www.geonames.org/37078/saleh.html,0
Sal Guatieri-http://www.freebase.com/view/m/03h_vvh,0
Sal Guatieri-http://dbpedia.org/page/Sal,0
Sal Guatieri-Sal Guatieri_undisclosedLink1,0
SRINAGAR-SRINAGAR_undisclosedLink1,0
S.-http://dbpedia.org/page/S.,0
S. Randolph Sengel-http://www.geonames.org/2833059/sengel-platte.html,0
Russell Price-Russell Price_undisclosedLink0,0
Rotkreuz-Rotkreuz_undisclosedLink0,0
Ross Levinsohn-http://dbpedia.org/page/Levinson,0
Rhode Island Avenue-http://www.freebase.com/view/en/rhode_island_avenue,1
Reinhard-http://dbpedia.org/page/Wilhelm_Reinhard,0
Reinhard-Reinhard_undisclosedLink0,0
Rashed-http://dbpedia.org/page/Al-Rashid_Stadium,0
Rashed-Rashed_undisclosedLink0,0
Portugal-Portugal_undisclosedLink0,0
Paul R. La Monica-http://www.geonames.org/3783585/arroyo-la-monica.html,0
Patricia Sullivan-http://www.freebase.com/view/en/patty_sullivan,0
Oswald Gr-http://dbpedia.org/page/Oswald_,0
Osama bin Laden-http://dbpedia.org/page/Osama_bin_Laden,1
Osama bin Laden-http://dbpedia.org/page/Death_of_Osama_bin_Laden,0
Osama bin Laden-Osama bin Laden_undisclosedLink1,0
Osama bin Laden-Osama bin Laden_undisclosedLink0,0
Obama-http://www.freebase.com/view/en/barack_obama,1
Obama-http://dbpedia.org/page/Barack_Obama_Obama,0
O'Dea-http://dbpedia.org/page/Darrell_OO'Dea,0
Norway-http://www.freebase.com/view/en/norway,1
Nokia-http://dbpedia.org/page/Nokia,1
Nidal Malik Hasan-http://www.freebase.com/view/en/nidal_malik_hasan,1
New Mexico-http://www.freebase.com/view/en/university_of_new_mexico,0
New Mexico-http://dbpedia.org/page/New_Mexico,1
Naylor Road-http://www.geonames.org/7156521/naylor-road-school.html,0
Naylor Road-http://www.geonames.org/4363538/naylor-road-metro-station.html,1
Naylor Road-http://dbpedia.org/page/Naylor_Road_Shady,1
Nasser al-Awlaki-http://dbpedia.org/page/Naser_al-Din_Shah_Qajar,0
Napoleon-Napoleon_undisclosedLink0,0
Muslims-http://www.freebase.com/view/en/muslims_by_nationality,0
Mountain View-http://dbpedia.org/page/Mountain_View,0
Moulvi Iftikhar Hussain-http://dbpedia.org/page/Iftikhar_Hussain_Shah,0
Moulvi Iftikhar Hussain-Moulvi Iftikhar Hussain_undisclosedLink0,0
Motorola-http://dbpedia.org/page/Motorola,1
Motorola Mobility-Motorola Mobility_undisclosedLink0,0
Montek Singh Ahluwalia-http://dbpedia.org/page/H._P._S._Ahluwalia,0
Montagnola-http://dbpedia.org/page/Montagnola,1
Mohammed al-Roken-http://dbpedia.org/page/Mohammed_Fenaitel_Mohamed_Al_Daihani,0
Mohammed al-Roken-http://dbpedia.org/page/Mohammed_Abdullah_al-Shahwani,0
Microsoft-http://dbpedia.org/page/Microsoft_codename_Microsoft,0
Meeko Carraway-http://www.freebase.com/view/en/carraway,0
Maryland State Department of Education-http://www.geonames.org/6341701/maryland-department-of-state-police.html,0
Maryland State Department of Education-http://www.freebase.com/view/en/maryland_state_department_of_education,1
Marib-http://www.geonames.org/6940835/marib.html,0
Manmohan Singh-http://www.freebase.com/view/wikipedia/en_title/Manmohan_Singh_$0028director$0029,0
Lee & Hayes-http://dbpedia.org/page/Isaac_Hayes,0
Lee & Hayes-Lee & Hayes_undisclosedLink0,0
Las Cruces-Las Cruces_undisclosedLink0,0
Laden-http://www.freebase.com/view/wikipedia/en_title/Death_of_Osama_bin_Laden,0
La LibertÃ-http://dbpedia.org/page/La,0
Khalifa-http://dbpedia.org/page/Khalifa,0
Kennedy-http://www.freebase.com/view/en/john_f_kennedy_assassination,0
Kaspar Villiger-http://www.freebase.com/view/en/kaspar_villiger,1
Kanimozhi-http://dbpedia.org/page/Kanimozhi_(film),0
Julia Slater-http://www.freebase.com/view/en/julia_sawalha,0
John-http://dbpedia.org/page/John_Henley,0
Jibrin Ibrahim-http://dbpedia.org/page/Bayt_Jibrin,0
Jennie Pasquarella-http://www.geonames.org/4116495/jennie.html,0
Jairam Ramesh-http://www.geonames.org/1374957/jairam.html,0
Jack Ma-http://www.freebase.com/view/wikipedia/images/commons_id/7292161,0
J. DAVID-J. DAVID_undisclosedLink0,0
Islam-http://www.freebase.com/view/en/shia_islam,0
Iranian-http://dbpedia.org/page/Iranian.com,0
Institute of Federalism-http://dbpedia.org/page/Instituto_Nacional_para_el_Federalismo_y_el_Desarrollo_Municipal,0
India Meteorological Department-India Meteorological Department_undisclosedLink0,0
Ibrahim-http://www.geonames.org/1142613/ibrahim.html,0
Ibrahim-http://www.freebase.com/view/en/abdullah_ibrahim,0
Ibrahim-http://dbpedia.org/page/Ibrahim_Haji_Jama_MeeIbrahim,0
Ibrahim Hasan al-Asiri-http://dbpedia.org/page/Ibrahim_Al_Hasan,0
IDCC-IDCC_undisclosedLink2,0
Howard County-Howard County_undisclosedLink0,0
Hosni Mubarak-http://www.freebase.com/view/wikipedia/en_title/Mubarak_era,0
Hollywood-http://www.freebase.com/view/en/hollywood_florida,0
Hendy-http://www.freebase.com/view/en/hendy,0
Hendy-http://dbpedia.org/page/Hendy,0
Hendy-http://dbpedia.org/page/Henderson_Bryan,0
Hassan Ali-http://www.freebase.com/view/en/hassan_ali_mansur,0
Hamid Karzai-http://www.freebase.com/view/en/karzai_administration,0
Hakim Almasmari-http://www.geonames.org/6651457/hakim.html,0
Hakim Almasmari-http://www.freebase.com/view/en/hakim,0
Hakim Almasmari-http://dbpedia.org/page/Hakim,0
HTC-http://dbpedia.org/page/HTML_Components,0
HP-http://dbpedia.org/page/Horsepower,0
Grosvenor-http://www.geonames.org/998768/grosvenor.html,0
Grosvenor-http://www.freebase.com/view/en/grovesnor,0
Greek-http://dbpedia.org/page/Greek,0
Greek-Greek_undisclosedLink0,0
Greece-http://dbpedia.org/page/Greece,1
Grand St Bernard-http://www.geonames.org/6155703/st-bernard.html,0
Grand St Bernard-http://www.freebase.com/view/en/great_st_bernard_pass,1
Grand St Bernard-http://dbpedia.org/page/Saint_Bernard,0
Google-http://www.freebase.com/view/en/google,1
Glenmont-http://www.geonames.org/4761115/glenmont.html,0
Germany-http://www.freebase.com/view/en/germany,1
Germany-Germany_undisclosedLink0,0
Germans-http://www.geonames.org/5191018/germans.html,0
Germans-http://dbpedia.org/page/Germans,1
GOOG-http://dbpedia.org/page/Satiric_misspelling#Currency_signs_replacing_similar_letters,0
Front Line Defenders-http://www.freebase.com/view/en/frontlinedefenders,0
Front Line Defenders-http://dbpedia.org/page/Front_Line_Human,1
Friendship Heights-http://www.geonames.org/4355717/friendship-heights.html,0
Friendship Heights-Friendship Heights_undisclosedLink0,0
Fribourg-http://www.geonames.org/2660718/fribourg.html,1
France-http://dbpedia.org/page/This,0
Fort Totten-http://www.freebase.com/view/wikipedia/en_title/Fort_Totten_$0028WMATA_station$0029,1
Forest Glen-http://dbpedia.org/page/Forest_Glen,0
Florian Mueller-http://dbpedia.org/page/Florian_MRIM,1
Fire-http://dbpedia.org/page/This_Fire,0
Federico Bragagnini-http://www.geonames.org/3558982/federico.html,0
Federico Bragagnini-http://www.freebase.com/view/m/05kf4_7,0
Federico Bragagnini-http://dbpedia.org/page/Federico,0
FBI-FBI_undisclosedLink0,0
English-speaking Muslims-English-speaking Muslims_undisclosedLink0,0
English-language-http://data.nytimes.com/2381080212013846600,1
Emiratis-http://www.freebase.com/view/en/emirati_people,1
Emiratis-http://dbpedia.org/page/Indians_in_the_United_Arab_Emirates,0
Egyptian-http://www.freebase.com/view/en/egypt,0
Egypt-http://dbpedia.org/page/Thinis,0
Detroit-http://www.geonames.org/4685987/detroit.html,0
David Goldman-http://www.freebase.com/view/wikipedia/en_title/David_Goldman_$0028businessman$0029,0
D.C. Superior Court-http://dbpedia.org/page/Superior_court,0
Clare O'Dea-http://www.freebase.com/view/en/odea_castle,0
Christmas-http://dbpedia.org/page/Kane_Christmas,0
Chris Isidore-http://www.freebase.com/view/wikipedia/en_title/Men$0027s_Football_at_the_2011_Pacific_Games,0
Chris Isidore-http://www.freebase.com/view/en/nampa_canada,0
Chinese Internet-http://dbpedia.org/page/List_of_Internet_phenomena_in_the_People's_Republic_of_China,0
Caesar-http://www.freebase.com/view/en/julius_caesar,1
CNN Wire-http://www.freebase.com/view/en/u-wire,0
CNN Wire-http://www.freebase.com/view/en/business_wire,0
CBI-http://www.geonames.org/6692868/cbi.html,0
Brookdale Drive-http://www.geonames.org/4849439/brookdale.html,0
Brookdale Drive-Brookdale Drive_undisclosedLink1,0
Blick-http://www.freebase.com/view/en/blick,1
Below Poverty Line-http://dbpedia.org/page/Below_Poverty_Line_Tendulkar,1
Below Poverty Line-http://dbpedia.org/page/Below_Poverty_Line_Below,0
Barbara Starr-Barbara Starr_undisclosedLink1,0
Banca Svizzera Italiana-http://www.freebase.com/view/en/banca_della_svizzera_italiana,1
BPL-http://www.freebase.com/view/wikipedia/images/commons_id/7609884,0
BPL-http://dbpedia.org/page/BPL_Group,0
Australia-http://www.freebase.com/view/en/australia,1
Australia-http://dbpedia.org/page/Sounds_of_Then,0
Asif Balwa-http://www.geonames.org/1277504/balwa.html,0
Artifacts-http://www.freebase.com/view/wikipedia/en_title/Artifacts_$0028group$0029,0
Armenian-http://www.freebase.com/view/en/armenian_apostolic_church,0
Arabic Network for Human Rights Information-http://www.freebase.com/view/en/international_freedom_of_expression_exchange,0
Apple-Apple_undisclosedLink0,0
Apple Store-http://www.freebase.com/view/en/apple_inc,0
Android-http://www.freebase.com/view/en/android,0
Android-based-Android-based_undisclosedLink1,0
Ameriprise Financial-http://www.freebase.com/view/en/ameriprise_financial_center,0
Ameriprise Financial-http://dbpedia.org/page/Ameriprise_Financial,1
Americas-Americas_undisclosedLink1,0
Alps-http://www.geonames.org/4744241/alps.html,0
Alpine-http://www.geonames.org/4830032/alpine.html,0
Alibaba-owned-http://www.freebase.com/view/en/tencent_holdings,0
Alibaba-owned-http://dbpedia.org/page/Alibaba_Group,0
Alibaba-http://www.freebase.com/view/en/alibaba_group,0
Alibaba Group-http://dbpedia.org/page/Alibaba_Group,1
Alfredo Gysi-http://www.freebase.com/view/m/0c8fmqn,0
Alexandria CommonwealthÃ­s AttorneyÃ­s Office-http://www.geonames.org/4505106/alexandria-post-office-historical.html,0
Alexandria CommonwealthÃ­s AttorneyÃ­s Office-http://www.geonames.org/4314541/alexandria-post-office.html,0
Ahmadinejad-http://dbpedia.org/page/Mahmoud_Ahmadinejad's_letter_to_George_W._Bush,0
Afghanistan-http://www.freebase.com/view/en/2001_war_in_afghanistan,0
Adam Yahiye Gadahn-http://dbpedia.org/page/Adam,0
Adam Levine-Adam Levine_undisclosedLink1,0
